2024-12-18 16:27:07,046 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2024-12-18 16:27:07,058 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2024-12-18 16:27:07,059 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2024-12-18 16:27:07,059 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2024-12-18 16:27:07,083 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2024-12-18 16:27:07,083 INFO  SwAddin.cs: 197 - Setting up callbacks
2024-12-18 16:27:07,084 INFO  SwAddin.cs: 201 - Setting up command manager
2024-12-18 16:27:07,084 INFO  SwAddin.cs: 204 - Adding command manager
2024-12-18 16:27:07,085 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2024-12-18 16:27:07,092 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2024-12-18 16:27:07,092 INFO  SwAddin.cs: 210 - Adding event handlers
2024-12-18 16:27:07,168 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2024-12-18 16:37:47,325 INFO  SwAddin.cs: 294 - Assembly export called for file fooldog_urdf.SLDASM
2024-12-18 16:37:48,558 INFO  SwAddin.cs: 313 - Saving assembly
2024-12-18 16:37:48,932 INFO  SwAddin.cs: 316 - Opening property manager
2024-12-18 16:37:48,937 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from fooldog_urdf.SLDASM
2024-12-18 16:37:48,952 INFO  ExportHelperExtension.cs: 1136 - Found 75 in fooldog_urdf.SLDASM
2024-12-18 16:37:48,952 INFO  ExportHelperExtension.cs: 1145 - Found 4 features of type [CoordSys] in fooldog_urdf.SLDASM
2024-12-18 16:37:48,952 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2024-12-18 16:37:48,952 INFO  ExportHelperExtension.cs: 1160 - 17 components to check
2024-12-18 16:37:48,954 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from baselink.step-1
2024-12-18 16:37:48,954 INFO  ExportHelperExtension.cs: 1136 - Found 36 in baselink.step-1
2024-12-18 16:37:48,954 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in baselink.step-1
2024-12-18 16:37:48,955 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from fl.step-1
2024-12-18 16:37:48,955 INFO  ExportHelperExtension.cs: 1136 - Found 36 in fl.step-1
2024-12-18 16:37:48,955 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in fl.step-1
2024-12-18 16:37:48,955 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from fr.step-1
2024-12-18 16:37:48,956 INFO  ExportHelperExtension.cs: 1136 - Found 36 in fr.step-1
2024-12-18 16:37:48,956 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in fr.step-1
2024-12-18 16:37:48,956 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from bl.step-1
2024-12-18 16:37:48,956 INFO  ExportHelperExtension.cs: 1136 - Found 36 in bl.step-1
2024-12-18 16:37:48,956 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in bl.step-1
2024-12-18 16:37:48,957 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from br.step-1
2024-12-18 16:37:48,957 INFO  ExportHelperExtension.cs: 1136 - Found 36 in br.step-1
2024-12-18 16:37:48,957 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in br.step-1
2024-12-18 16:37:48,957 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from blf.step-1
2024-12-18 16:37:48,957 INFO  ExportHelperExtension.cs: 1136 - Found 36 in blf.step-1
2024-12-18 16:37:48,958 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in blf.step-1
2024-12-18 16:37:48,958 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from flf.step-1
2024-12-18 16:37:48,958 INFO  ExportHelperExtension.cs: 1136 - Found 36 in flf.step-1
2024-12-18 16:37:48,958 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in flf.step-1
2024-12-18 16:37:48,958 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from frf.step-1
2024-12-18 16:37:48,958 INFO  ExportHelperExtension.cs: 1136 - Found 36 in frf.step-1
2024-12-18 16:37:48,959 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in frf.step-1
2024-12-18 16:37:48,959 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from fld.step-1
2024-12-18 16:37:48,959 INFO  ExportHelperExtension.cs: 1136 - Found 36 in fld.step-1
2024-12-18 16:37:48,959 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in fld.step-1
2024-12-18 16:37:48,960 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from flu.step-1
2024-12-18 16:37:48,960 INFO  ExportHelperExtension.cs: 1136 - Found 36 in flu.step-1
2024-12-18 16:37:48,960 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in flu.step-1
2024-12-18 16:37:48,960 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from frd.step-1
2024-12-18 16:37:48,961 INFO  ExportHelperExtension.cs: 1136 - Found 36 in frd.step-1
2024-12-18 16:37:48,961 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in frd.step-1
2024-12-18 16:37:48,961 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from bld.step-1
2024-12-18 16:37:48,961 INFO  ExportHelperExtension.cs: 1136 - Found 36 in bld.step-1
2024-12-18 16:37:48,961 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in bld.step-1
2024-12-18 16:37:48,962 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from fru.step-1
2024-12-18 16:37:48,962 INFO  ExportHelperExtension.cs: 1136 - Found 36 in fru.step-1
2024-12-18 16:37:48,962 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in fru.step-1
2024-12-18 16:37:48,962 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from blu.step-1
2024-12-18 16:37:48,962 INFO  ExportHelperExtension.cs: 1136 - Found 36 in blu.step-1
2024-12-18 16:37:48,962 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in blu.step-1
2024-12-18 16:37:48,962 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from brf.step-1
2024-12-18 16:37:48,962 INFO  ExportHelperExtension.cs: 1136 - Found 36 in brf.step-1
2024-12-18 16:37:48,962 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in brf.step-1
2024-12-18 16:37:48,963 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from brd.step-1
2024-12-18 16:37:48,963 INFO  ExportHelperExtension.cs: 1136 - Found 36 in brd.step-1
2024-12-18 16:37:48,963 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in brd.step-1
2024-12-18 16:37:48,963 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from bru.step-1
